,log2FoldChange,AveExpr,t,pvalue,padj,B
EGFEM1P,0.460871402,2.656958375,1.442902423,0.167300567,0.441313468,-5.186898052
DEPDC5,0.169220733,4.460106058,1.442839983,0.167317923,4.41E-01,-5.53E+00
PATL2,0.28402457,3.123062194,1.442469537,0.167420922,4.41E-01,-5.28E+00
VMO1,0.690691261,1.486874346,1.44234833,0.167454634,0.441486399,-4.978334849
HHLA3,0.518750633,1.443561412,1.442107522,0.167521627,0.441540156,-4.971177246
FKBP6,0.913024983,-0.417950538,1.442039578,0.167540533,0.441540156,-4.692678222
MYO15A,0.491895957,3.551136375,1.441900045,0.167579365,4.42E-01,-5.37E+00
DNAH12,1.036345164,5.635400637,1.441862424,0.167589836,4.42E-01,-5.61E+00
ITGAD,0.916487115,0.974529659,1.441848845,0.167593615,4.42E-01,-4.89E+00
ZNF442,0.24929301,5.260366543,1.441336885,0.167736166,4.42E-01,-5.60E+00
C6,0.920173831,4.179391699,1.441249808,0.167760422,4.42E-01,-5.49E+00
CYP2B7P,0.36674283,6.72544503,1.440999223,0.16783024,0.441784024,-5.574676765
PGF,0.440050744,2.853478749,1.440838166,0.167875126,4.42E-01,-5.23E+00
KCNH4,0.908646214,0.226838714,1.440565163,0.167951234,4.42E-01,-4.78E+00
SOX2,0.990544829,2.599723845,1.440537426,0.167958968,4.42E-01,-5.18E+00
PCDHB13,0.238904825,3.174610333,1.440042544,0.168097008,0.442109967,-5.296638841
DNM1P51,0.668296656,3.74996668,1.439999817,0.16810893,0.442109967,-5.41485131
ING1,0.204664917,4.260126559,1.439862482,0.168147257,4.42E-01,-5.50E+00
ZMAT1,0.343104069,4.647063234,1.439794863,0.16816613,4.42E-01,-5.56E+00
ZSCAN30,0.309119085,6.237826205,1.439058838,0.168371674,0.442213189,-5.603275076
WDR49,0.881896427,4.320473907,1.438742947,0.168459954,0.442245644,-5.515014375
HLA-DPB1,0.410298807,7.608169844,1.438669212,0.168480565,0.442245644,-5.512096732
ALDH3A1,1.009356197,3.273097865,1.438589635,0.168502812,0.442245644,-5.319186415
CRHR1-IT1,0.246134277,4.362201306,1.43835715,0.168567821,0.442325844,-5.521600299
GNG2,0.332962129,4.790570387,1.438151859,0.168625242,0.442379863,-5.572213255
RP11-22B10.3,0.421058611,0.384137824,1.438030557,0.168659179,0.442406548,-4.803613486
CYP2C8,0.605894722,0.296249639,1.437307724,0.168861521,0.442624517,-4.791754544
MAN1A1,0.26903976,7.23123181,1.437289009,0.168866763,0.442624517,-5.542969515
ALG14,0.238651828,4.370276737,1.437278986,0.16886957,0.442624517,-5.524179364
DLEC1,0.792985607,4.825210049,1.437211282,0.168888533,4.43E-01,-5.58E+00
FBXW10,0.739330327,1.382833867,1.437139248,0.168908711,0.442624517,-4.966961687
RSF1,0.178422046,6.653004058,1.437029936,0.168939335,0.442630255,-5.584591711
HNRNPRP1,0.351614449,0.824252474,1.436961697,0.168958455,4.43E-01,-4.87E+00
PHIP,0.233637889,7.517071248,1.436874672,0.16898284,0.44263185,-5.521521125
ZNF254,0.223792234,5.259115553,1.435852312,0.169269537,0.443071105,-5.607266638
UBAP1L,0.336218721,3.26117509,1.435266446,0.169434008,4.43E-01,-5.32E+00
LCA5,0.500462677,4.396343078,1.434956758,0.169521,0.443447998,-5.530901051
SLC9B1,0.449622218,1.527424041,1.43445385,0.169662346,4.44E-01,-5.00E+00
TLE3,0.318947006,6.036828857,1.434180034,0.169739344,0.443828688,-5.616174886
UBE2Q2L,0.670346809,-0.209969141,1.4337402,0.169863088,0.443828688,-4.727822413
LRRC10,0.631040769,0.851042292,1.433674859,0.169881477,0.443828688,-4.881205619
MYC,0.451631698,6.112830939,1.43360643,0.169900737,4.44E-01,-5.61E+00
GZMK,0.937588668,1.725244427,1.433525893,0.169923408,0.443828688,-5.030352349
PDE1A,0.408245563,3.500815161,1.433413274,0.169955113,0.443828688,-5.373430589
CYSLTR1,0.402267941,5.938917377,1.433380776,0.169964263,4.44E-01,-5.62E+00
KRT18P61,0.824277031,-0.352964478,1.433095259,0.170044669,0.443914116,-4.710806027
DBIL5P2,0.675912797,-0.317774928,1.432905327,0.170098174,4.44E-01,-4.72E+00
TSPAN19,0.74135259,3.460647523,1.432263006,0.170279222,0.444339501,-5.366617262
RP11-504P24.3,0.22754994,4.059721351,1.432150694,0.170310895,0.444359863,-5.482205241
COPZ2,0.25558817,2.914655262,1.4313351,0.170541045,0.444492864,-5.253906036
IGFBP7,0.354982577,8.395786556,1.431228832,0.170571051,0.444492864,-5.459834221
ABL1,0.311628596,6.430477572,1.431208603,0.170576763,0.444492864,-5.605029114
SLC6A11,0.891220846,0.971743274,1.430950512,0.170649658,0.444558359,-4.904449704
FER1L5,0.495675619,2.983310921,1.430548102,0.170763365,0.444792334,-5.269091524
TMEM91,0.39779761,3.63310089,1.430408891,0.170802716,4.45E-01,-5.40E+00
AC016712.1,0.475819314,1.290089799,1.43026193,0.170844265,0.444878563,-4.959492017
BEST2,0.550827059,1.051128407,1.430137205,0.170879535,4.45E-01,-4.92E+00
S100PBP,0.161007359,5.26905808,1.429931605,0.170937686,0.444885636,-5.615544458
ALDH1A2,0.471819682,4.147605429,1.429857743,0.170958581,4.45E-01,-5.50E+00
TET1,0.369808911,3.74047396,1.429792231,0.170977116,4.45E-01,-5.43E+00
APBA2,0.320760509,3.372828535,1.429745387,0.17099037,4.45E-01,-5.35E+00
MT1M,1.132861717,2.795333826,1.429368404,0.171097064,0.445101026,-5.232095197
RP11-586D19.1,0.520016315,1.985508603,1.429000329,0.17120129,4.45E-01,-5.08E+00
LRP1,0.33029407,10.12001052,1.428990123,0.17120418,4.45E-01,-5.32E+00
HHAT,0.45829255,3.381951263,1.428446629,0.171358175,0.445236775,-5.35527856
EMC3-AS1,0.341301339,2.139008711,1.42842712,0.171363705,4.45E-01,-5.11E+00
HERPUD1,0.290450483,6.699003166,1.428227467,0.171420305,4.45E-01,-5.59E+00
CFAP57,0.934188983,3.561351326,1.428186518,0.171431915,4.45E-01,-5.39E+00
PP2D1,0.47038885,1.164364624,1.427678152,0.17157611,4.46E-01,-4.94E+00
INTS6,0.215327805,6.575121973,1.427306939,0.171681464,4.46E-01,-5.60E+00
TTLL9,0.894499741,2.498224023,1.427068108,0.171749275,0.44580111,-5.176383026
COL8A1,0.307197255,7.424962901,1.427067908,0.171749332,0.44580111,-5.541598541
VANGL2,0.456472168,2.965606918,1.426691413,0.171856274,4.46E-01,-5.27E+00
SLC7A14,0.464732408,3.290577119,1.426614863,0.171878024,4.46E-01,-5.34E+00
EPHB1,0.532330924,2.970125225,1.42643303,0.171929698,0.445854915,-5.27168908
KIAA1257,0.491886909,3.77052421,1.426407811,0.171936865,0.445854915,-5.436677464
USP17L7,0.751636221,0.958440438,1.42619459,0.171997477,0.445854915,-4.908057775
DUSP5,0.583606704,4.258049822,1.42619329,0.171997847,0.445854915,-5.522318339
NACAD,0.42219532,2.084915443,1.426152087,0.172009562,0.445854915,-5.101716266
GPR26,0.745689739,1.236461805,1.426010566,0.172049803,4.46E-01,-4.96E+00
CHST12,0.295927329,5.957345845,1.425559966,0.172177984,4.46E-01,-5.63E+00
LRRD1,0.587379214,1.219941517,1.425558992,0.172178261,0.445859826,-4.953253269
ST20,0.342364465,1.595890881,1.425556012,0.172179109,0.445859826,-5.018171297
TNFAIP2,0.481815246,6.96252758,1.425437875,0.172212728,0.445884859,-5.578789226
ATXN1,0.168454384,6.812701823,1.424997275,0.172338159,4.46E-01,-5.59E+00
COL23A1,0.429728946,1.443418871,1.42499109,0.17233992,4.46E-01,-4.99E+00
CCL15,0.623411147,0.373923277,1.424942919,0.172353638,0.44606358,-4.817757025
FAM90A12P,1.07706933,0.330339145,1.424702983,0.172421981,0.446140045,-4.811680145
MKRN3,0.737355947,1.303144667,1.424586806,0.17245508,4.46E-01,-4.97E+00
KDM6B,0.57281966,6.001912793,1.423292137,0.172824286,4.47E-01,-5.63E+00
PCOLCE,0.429810709,5.071921886,1.423243083,0.172838287,4.47E-01,-5.61E+00
SCN4A,0.973267923,0.932227586,1.422712933,0.172989668,4.47E-01,-4.91E+00
LPAL2,0.532813694,2.928536488,1.422626859,0.173014256,4.47E-01,-5.27E+00
GSDMC,0.70764866,1.502300768,1.42261834,0.17301669,4.47E-01,-5.01E+00
RFX7,0.213199548,5.316863713,1.422365605,0.173088904,0.446913383,-5.627497698
RP11-298I3.5,1.278487719,1.21846454,1.422277383,0.173114117,0.446913383,-4.957050098
FCER1A,0.937635267,1.720940852,1.422038271,0.173182469,0.447027849,-5.044058088
FMO4,0.278994971,2.378832099,1.421655786,0.173291852,4.47E-01,-5.16E+00
KLF2P4,0.52281519,0.210852211,1.421521815,0.173330178,4.47E-01,-4.80E+00
RP1-274L7.4,0.499875269,2.363729494,1.421465381,0.173346324,4.47E-01,-5.16E+00
SGPL1,0.253443481,5.903624536,1.421442809,0.173352783,0.44711901,-5.635660446
KLHL35,0.293009466,2.277231538,1.421410968,0.173361894,4.47E-01,-5.14E+00
ZFP36,0.630106441,7.576480301,1.421156468,0.173434731,0.447165182,-5.537656571
TECRL,0.397768601,3.618625738,1.421087962,0.173454341,4.47E-01,-5.41E+00
SMPD4P1,0.968352869,0.232232016,1.421012732,0.173475878,4.47E-01,-4.80E+00
LRRC2,0.520801764,2.920546369,1.4206483,0.17358024,4.47E-01,-5.27E+00
ALG1L2,0.409265925,1.875825266,1.420627932,0.173586074,4.47E-01,-5.07E+00
NBL1,0.325701538,7.207616557,1.420539096,0.173611523,4.47E-01,-5.57E+00
CATSPER2,0.336063372,3.953961215,1.420407647,0.173649184,0.447189076,-5.478905489
CTBP2P8,0.459532694,1.448345233,1.420393282,0.1736533,0.447189076,-4.999124506
FAR2P4,0.904892632,0.832038398,1.419383228,0.173942915,0.447598479,-4.895501381
PCDHB6,0.393652747,0.632357026,1.419335734,0.173956543,4.48E-01,-4.86E+00
NIPAL4,0.574363369,0.997767837,1.419078869,0.174030261,0.447726278,-4.923340833
GTF2IP11,0.512384494,-0.096971964,1.418864853,0.174091702,4.48E-01,-4.76E+00
RHOU,0.294547078,5.702420646,1.418572767,0.174175585,4.48E-01,-5.64E+00
ZNF585A,0.277786284,4.764350847,1.41854867,0.174182506,0.447769173,-5.595691307
ATP8B1,0.242150066,5.952772549,1.418548565,0.174182536,4.48E-01,-5.64E+00
COL19A1,0.42491375,3.225729993,1.418496806,0.174197405,0.447769173,-5.335418622
RP11-1223D19.1,0.598782297,0.384591167,1.418434495,0.174215305,0.447769173,-4.827063862
AC073551.1,0.694443662,-0.07034026,1.417305058,0.174540031,0.448447677,-4.764903416
CKMT1A,0.985431522,1.438881099,1.417264983,0.174551562,4.48E-01,-5.00E+00
RP11-454F8.2,0.310550114,2.46492562,1.416936344,0.174646146,4.49E-01,-5.18E+00
GAPDHP72,0.424335643,1.081729938,1.41655344,0.174756402,0.448667461,-4.940637009
VSIG8,0.572769053,0.267455213,1.416393016,0.174802612,4.49E-01,-4.81E+00
ACTBP13,0.811714519,0.447448787,1.416380953,0.174806087,0.448667461,-4.838849836
SHISA9,0.494388178,6.182317044,1.416377746,0.174807011,4.49E-01,-5.64E+00
MRE11A,0.16154529,5.274145057,1.416267625,0.174838737,0.448667461,-5.633792825
NUFIP1,0.235954036,2.75237523,1.415883025,0.17494958,4.49E-01,-5.24E+00
KIF27,0.418777055,4.773301462,1.415773652,0.174981113,0.44884446,-5.60017141
MFAP4,0.486162735,7.137012776,1.415724337,0.174995332,0.44884446,-5.578574046
MYH13,0.89844457,0.755420545,1.415486625,0.175063884,0.448896593,-4.88779634
CTD-2026D20.3,0.27967779,2.789148945,1.415089038,0.175178591,4.49E-01,-5.25E+00
AC138035.3,1.334011558,-0.548788297,1.415076992,0.175182068,0.448999197,-4.707840341
USP28,0.232740778,4.818011423,1.414733686,0.175281165,0.449144413,-5.605635539
EP400,0.220294585,6.429611405,1.414266361,0.175416134,0.449359196,-5.627421939
GALNT1,0.288410562,6.40308008,1.414235632,0.175425012,0.449359196,-5.628789788
RP11-749H20.3,0.454874163,4.6860849,1.414192756,0.1754374,4.49E-01,-5.59E+00
GPR12,0.78479127,0.102380996,1.413907985,0.175519695,0.449508136,-4.792144792
TMPRSS12,0.567565303,1.08982746,1.413644626,0.17559583,0.449619686,-4.945569806
GABRP,0.727806248,4.71736698,1.413584768,0.175613138,4.50E-01,-5.60E+00
TSGA10,0.672462737,3.963574095,1.413493319,0.175639584,0.449619686,-5.489664748
WIPI1,0.353708242,5.570369803,1.413372999,0.175674384,4.50E-01,-5.65E+00
SLC36A3,0.827833703,0.937443567,1.413339707,0.175684014,4.50E-01,-4.92E+00
SIN3A,0.155240109,6.23843115,1.412815218,0.175835781,0.449822579,-5.637942464
RP11-266K4.1,0.541590097,0.766995501,1.412167192,0.176023444,0.450009859,-4.893660034
CCDC33,1.127396456,2.610247434,1.412145061,0.176029855,0.450009859,-5.217223968
TG,0.529997845,2.433073082,1.411748925,0.176144656,0.45024151,-5.18348558
LRRC55,0.533392892,1.943124586,1.41134913,0.176260579,0.450280353,-5.095664787
PAX3,0.976638798,0.041231971,1.411168811,0.176312884,4.50E-01,-4.79E+00
LINC00933,0.542569595,1.767538639,1.411108013,0.176330522,0.450280353,-5.065722656
ABRA,0.476418461,1.090593474,1.411097832,0.176333476,0.450280353,-4.948808638
SCN2A,0.530272493,2.084655264,1.410949587,0.176376491,4.50E-01,-5.12E+00
RNF44,0.274574349,4.232317612,1.410140033,0.176611541,0.450539402,-5.539390962
CD247,0.439819211,2.602329908,1.410125222,0.176615844,0.450539402,-5.218239537
HSFX1,0.88046463,0.366929044,1.410108368,0.17662074,0.450539402,-4.834317066
EYA4,0.551648733,3.357578433,1.410096376,0.176624224,0.450539402,-5.373979192
HAP1,0.498238274,2.371187082,1.409406592,0.176824712,0.450918616,-5.174792387
SLC9A4,0.652711021,2.915368199,1.409271678,0.176863947,4.51E-01,-5.28E+00
FSD1,0.558494988,1.068144446,1.409094927,0.176915359,0.450918616,-4.947426521
TAF4B,0.406544346,3.401171799,1.4089254,0.176964682,4.51E-01,-5.38E+00
OR7E12P,0.55316537,-0.169447222,1.408919777,0.176966318,0.450918616,-4.761625223
WFDC1,0.351426704,4.446325441,1.408169772,0.177184661,0.451165319,-5.572836964
CDH16,0.821170988,0.071780824,1.407948859,0.177249015,4.51E-01,-4.79E+00
RP1-296G17.3,0.605750214,0.60964822,1.407810971,0.177289193,0.451199033,-4.873884933
DAO,1.122836892,-0.380462952,1.407732845,0.177311961,4.51E-01,-4.74E+00
ZSWIM1,0.181007209,4.587445623,1.40729363,0.177440002,4.51E-01,-5.59E+00
GOLGA8R,0.398998122,3.212660883,1.406999909,0.177525671,4.51E-01,-5.35E+00
GRAMD4P3,0.441081583,3.407726556,1.40698537,0.177529912,0.451275679,-5.388478709
TSPAN10,0.469452549,3.672047753,1.406940032,0.177543139,4.51E-01,-5.44E+00
RGSL1,0.551612443,2.671830529,1.406582186,0.177647564,0.451479461,-5.236503493
NR2E1,0.898233633,0.025153691,1.406419517,0.17769505,0.451538501,-4.790286762
AC026369.1,0.947905999,-0.252198133,1.406090817,0.177791035,4.52E-01,-4.75E+00
PRDM9,0.50821066,1.401829625,1.405969279,0.177826536,4.52E-01,-5.01E+00
RP11-484L7.2,0.315936854,4.737000408,1.405885246,0.177851086,4.52E-01,-5.61E+00
RP13-128O4.3,0.400666875,0.755255268,1.405632761,0.177924863,4.52E-01,-4.90E+00
ARL4D,0.446744617,2.57417267,1.405451212,0.177977928,0.451825599,-5.218659775
DCST2,0.682056888,0.298957253,1.40535491,0.178006082,4.52E-01,-4.83E+00
CLEC18A,0.574550971,2.108672589,1.405177802,0.178057868,4.52E-01,-5.13E+00
SAMD8,0.213040412,5.711409329,1.404943264,0.178126465,4.52E-01,-5.66E+00
TCF12,0.188221697,6.717518956,1.404798434,0.178168835,0.451859653,-5.622914612
ZNF268,0.181138802,5.662036842,1.404738559,0.178186355,4.52E-01,-5.66E+00
PIH1D3,0.918299851,1.40706556,1.404629568,0.178218248,0.451859653,-5.011461275
SLC6A12,0.376706448,2.319080035,1.40458198,0.178232175,4.52E-01,-5.17E+00
SPAG17,1.08616629,4.481634093,1.404548465,0.178241984,0.451859653,-5.582170958
AC073657.1,0.583671235,0.433647,1.404459229,0.178268103,0.451859653,-4.850909368
HSPA8P4,0.517696402,0.303623473,1.404410754,0.178282292,0.451859653,-4.831756043
GRM4,0.785568795,1.957677715,1.403808542,0.17845865,0.452193775,-5.107616991
CASC10,0.424183938,1.70441885,1.403576265,0.17852671,0.452193775,-5.064235517
PAN3,0.165441417,5.859537842,1.403445028,0.178565173,0.452193775,-5.659819058
RBAK,0.20076572,4.835945292,1.403383872,0.178583099,0.452193775,-5.622089813
NRXN3,0.401363009,4.227921253,1.403379169,0.178584478,0.452193775,-5.547508652
ATP1A4,0.727594408,1.636719528,1.403187537,0.178640659,0.452274514,-5.053035291
OIT3,0.751611753,-0.001338852,1.402999182,0.178695893,4.52E-01,-4.79E+00
TRPM3,0.593756252,2.819326186,1.402584574,0.178817524,0.452449186,-5.271312922
C11ORF88,0.903613243,2.937235487,1.402299551,0.178901178,4.52E-01,-5.30E+00
CBFA2T2,0.179397647,5.293139493,1.402148359,0.178945566,0.452496471,-5.653070022
SRRM1,0.181663503,6.340104378,1.402116087,0.178955042,4.52E-01,-5.65E+00
GOLGA2P5,0.277042496,5.881246856,1.40197762,0.178995703,0.452496471,-5.661490992
TM4SF19,0.595852962,1.877140921,1.400877224,0.179319106,4.53E-01,-5.10E+00
RBPJ,0.254677452,6.909286672,1.40006539,0.179558005,4.54E-01,-5.62E+00
ANKRD20A19P,0.472475098,4.029146054,1.399626395,0.179687295,0.453773682,-5.519380826
ENPP7P1,0.580522422,0.731959132,1.399597057,0.179695938,4.54E-01,-4.90E+00
WDR3,0.261854345,5.435692283,1.399436182,0.179743339,4.54E-01,-5.66E+00
COL1A2,0.594432148,9.661224938,1.39907491,0.179849823,4.54E-01,-5.40E+00
MDS2,0.467759905,1.499305829,1.398367469,0.180058486,0.454246717,-5.035186948
JPH3,0.613987024,0.588129166,1.398299756,0.180078469,4.54E-01,-4.88E+00
RP11-364B6.2,0.554771394,0.107098075,1.398141088,0.1801253,0.45430329,-4.811125842
SLC34A1,1.104454832,-0.43607213,1.397609195,0.180282361,0.454478269,-4.740966555
ELAVL3,0.846179634,0.472515749,1.39757813,0.180291537,4.54E-01,-4.86E+00
RP11-453N18.1,0.328196143,3.855808809,1.397575447,0.18029233,0.454478269,-5.49049953
ZNF587B,0.173459978,4.442681061,1.397293075,0.180375759,0.454522513,-5.586504335
HECTD2,0.221032719,4.878699103,1.397268138,0.180383129,0.454522513,-5.633743987
RP11-73M18.2,1.398872939,-0.175421675,1.396941103,0.180479797,4.55E-01,-4.77E+00
NSUN6,0.207050164,3.830414458,1.396602217,0.180580012,0.454870918,-5.486907267
IFT46,0.319680833,4.396043931,1.396392419,0.180642076,0.454870918,-5.581371844
CA6,0.534633255,1.5155435,1.39632563,0.180661838,4.55E-01,-5.04E+00
GCM1,0.585105641,1.226166673,1.396213167,0.180695117,0.454875121,-4.990297498
RP11-797H7.1,0.575480525,1.015543376,1.396134014,0.180718543,0.454875121,-4.954190445
ALDH3B2,0.799102388,1.095947853,1.395922541,0.180781141,0.454876131,-4.96815705
MGAT5B,0.7286312,1.142966262,1.39566079,0.180858647,0.454876131,-4.976553945
DNALI1,0.536271491,4.677606455,1.395643153,0.18086387,4.55E-01,-5.62E+00
BTC,0.32660733,2.78248018,1.395637472,0.180865552,0.454876131,-5.272637306
LRRC53,0.721109188,-0.570415543,1.394991202,0.181057037,0.455203154,-4.727743497
SLC36A1,0.308914913,4.532881496,1.39494423,0.18107096,0.455203154,-5.601180419
CHD2,0.20683179,8.087179366,1.394797012,0.181114605,0.455203154,-5.532081808
PAXBP1,0.20585421,5.850549271,1.394665333,0.181153651,4.55E-01,-5.67E+00
POLR2J2,0.477672234,3.438426348,1.394616874,0.181168022,0.455206357,-5.410757345
MTND4P30,0.748951537,-0.199214952,1.393987564,0.181354731,4.56E-01,-4.77E+00
SERHL2,0.427404026,2.041320131,1.393663117,0.181451052,4.56E-01,-5.13E+00
SOX30,0.685310535,-0.337446313,1.392842808,0.181694767,4.56E-01,-4.76E+00
DDX3P1,0.476531174,1.147541153,1.39283648,0.181696648,4.56E-01,-4.98E+00
SMAD3,0.205028898,6.074049551,1.392375842,0.181833622,0.456262933,-5.670109772
PRKAG2,0.187709713,4.54985468,1.392129676,0.181906855,0.456385176,-5.606912553
NAA16,0.180888139,4.592169125,1.391880457,0.18198102,0.456480591,-5.612243487
CCDC144NL,0.911971409,1.688896669,1.391837095,0.181993927,4.56E-01,-5.08E+00
LIX1,0.553429454,1.16786165,1.391479944,0.182100261,4.57E-01,-4.99E+00
PARP4,0.193037129,7.116438282,1.391092121,0.182215784,4.57E-01,-5.61E+00
MAN1C1,0.255640103,4.866634431,1.390450335,0.182407087,4.57E-01,-5.64E+00
ESPNL,0.486564113,0.950693624,1.390224856,0.182474336,0.456993931,-4.950327045
AKIRIN1,0.221522891,5.559634061,1.390161714,0.182493171,4.57E-01,-5.68E+00
HTR5BP,0.442933662,0.434586955,1.388978889,0.182846306,0.457557714,-4.869254773
RASA3,0.247795086,5.088792404,1.388913709,0.182865782,4.58E-01,-5.66E+00
TMEM14EP,0.305236465,2.966358722,1.388491281,0.182992043,4.58E-01,-5.32E+00
AC010900.2,0.464875664,-0.091667241,1.388127042,0.183100969,0.457888682,-4.79559584
NWD1,0.731445059,4.333317047,1.388059952,0.183121038,4.58E-01,-5.58E+00
LTBP3,0.408983669,6.357355123,1.387763489,0.183209741,0.458048958,-5.665476017
PUM1,0.181908842,6.818652375,1.387641421,0.183246275,0.458078776,-5.6383689
SKIDA1,0.527165782,2.233375073,1.387095368,0.183409774,0.45824341,-5.177369411
OLFM5P,0.611735889,0.257222905,1.38709393,0.183410205,4.58E-01,-4.85E+00
HCN4,0.735588339,0.819754751,1.387092626,0.183410596,0.45824341,-4.93228121
ARHGEF33,0.427655954,1.956701112,1.386681902,0.183533653,0.458427813,-5.128736774
HSPB1,0.291055049,5.858064922,1.386522592,0.183581402,0.458485562,-5.681829788
SS18,0.232839319,6.275373045,1.38627554,0.183655469,4.59E-01,-5.67E+00
S100A11,0.438975405,6.619269129,1.385535985,0.183877335,0.458819744,-5.654159758
ATXN7,0.170092545,6.004298849,1.38550133,0.183887737,0.458819744,-5.680712996
MMP17,0.522154132,1.095816292,1.38534588,0.183934401,0.458854251,-4.980893069
NPAS1,0.747734727,-0.347436,1.385058222,0.184020779,0.458967151,-4.766005575
ANKZF1,0.221203588,5.029885115,1.38473579,0.184117636,0.459147209,-5.661336498
CD3EAP,0.291447971,4.097355225,1.384475849,0.184195752,0.459280488,-5.550621764
AC092933.4,1.10600788,-0.371613168,1.384014962,0.184334321,4.60E-01,-4.76E+00
HIST3H2A,0.621902028,1.13494006,1.383833213,0.184388988,0.45957764,-4.989451283
RGR,0.523588355,3.158891533,1.383185995,0.184583766,4.60E-01,-5.37E+00
AKAP9,0.19345161,8.364859296,1.382391866,0.184822984,0.460513428,-5.525749382
GREB1L,0.378767062,2.688513674,1.382078981,0.184917304,0.460559659,-5.270798715
LDHAL6B,0.458471269,0.267772662,1.382032142,0.184931427,4.61E-01,-4.85E+00
ASZ1,0.379667225,1.245865313,1.381344281,0.185138934,0.460778946,-5.011730802
RP5-1000K24.2,0.478632163,3.622136002,1.38133002,0.185143238,0.460778946,-5.465522448
TRIM36,0.393356239,2.692828706,1.381143812,0.185199445,0.46085722,-5.272837207
