,log2FoldChange,AveExpr,t,pvalue,padj,B
BIN2,-0.019740131,4.73355132,-0.069393887,0.945489396,0.976237083,-6.57694003
SETD4,-0.010395224,4.122635483,-0.069438735,0.945454227,9.76E-01,-6.49E+00
CRTC3,-0.011700015,5.619708353,-0.06972416,0.945230402,9.76E-01,-6.63E+00
MAN2B1,-0.012855311,6.733104988,-0.069788407,0.945180021,0.976114116,-6.588551771
MPP1,-0.01641537,5.313237057,-0.069794998,0.945174853,0.976114116,-6.618178364
SWT1,-0.014724077,3.84633873,-0.070093926,0.944940446,0.976024445,-6.439311726
SP110,-0.011666057,4.903577105,-0.070168656,0.944881847,0.976024445,-6.592771018
MEIS2,-0.012697712,4.72106842,-0.070473152,0.94464308,9.76E-01,-6.58E+00
UBE2I,-0.007909129,5.183448914,-0.070917092,0.944294981,9.76E-01,-6.61E+00
FBL,-0.01352507,5.17144844,-0.070918445,0.94429392,0.975581073,-6.611246111
ERVK3-1,-0.008050216,5.41922141,-0.071030572,0.944206001,0.975581073,-6.621973463
APPBP2,-0.010448765,5.986404556,-0.071165842,0.944099937,0.975581073,-6.623875574
GRAMD1C,-0.016552894,3.790779178,-0.071302775,0.94399257,9.76E-01,-6.43E+00
ZNF175,-0.010763871,3.961129966,-0.071660568,0.943712036,0.975411874,-6.461501583
RCBTB2,-0.012833816,4.263602814,-0.072623457,0.942957103,9.75E-01,-6.51E+00
ZBTB33,-0.014723678,4.849812095,-0.072657615,0.942930323,0.974956369,-6.587895
PPP1R3B,-0.020311912,5.234039162,-0.07303177,0.942636991,0.974896123,-6.61442074
SH3TC1,-0.01587071,5.576595381,-0.073462772,0.942299101,9.75E-01,-6.63E+00
ATG16L2,-0.017721224,5.538113701,-0.073885077,0.941968041,9.74E-01,-6.62E+00
NFS1,-0.011706744,3.925584877,-0.073925415,0.94193642,0.974474968,-6.454579197
STOM,-0.014125878,8.047788565,-0.074020451,0.941861919,0.974473489,-6.484143871
ARID1A,-0.011312149,6.913483593,-0.074326606,0.941621923,9.74E-01,-6.58E+00
NOP14,-0.011477053,5.402354217,-0.074387142,0.941574469,0.974333484,-6.621185141
SH2D4B,-0.026354625,0.642999971,-0.074390619,0.941571743,0.974333484,-5.769881071
POLR3C,-0.010225306,4.501550497,-0.074528513,0.94146365,0.974332183,-6.549155474
DFNB59,-0.024687942,0.48371733,-0.07507647,0.941034125,0.973995956,-5.738955147
RBM26,-0.012311209,6.27653463,-0.075200354,0.940937019,0.9739496,-6.614108526
CA5BP1,-0.013257459,2.627717868,-0.075233118,0.940911337,0.9739496,-6.171295584
RAD23B,-0.013505815,6.639176718,-0.075343725,0.940824639,0.9739496,-6.594383809
7-Sep,-0.011570093,7.20840365,-0.075396292,0.940783436,9.74E-01,-6.55E+00
EGLN1,-0.011239361,5.587681347,-0.075856023,0.940423091,9.74E-01,-6.63E+00
MAML3,-0.013986665,4.752131608,-0.076742155,0.939728565,0.973294034,-6.578288564
BCCIP,-0.016334745,4.589444517,-0.07677959,0.939699226,9.73E-01,-6.56E+00
DYRK3,-0.017824035,3.875161968,-0.07705558,0.939482924,0.973147903,-6.444533717
ZSCAN12,-0.012412548,3.722826723,-0.078250206,0.938546711,0.972556948,-6.413540858
ACSM6,-0.030938197,2.413294182,-0.078332845,0.938481952,9.73E-01,-6.13E+00
CTB-167G5.6,-0.037338702,1.092613201,-0.078845391,0.938080307,0.972235998,-5.859845563
ERLEC1,-0.017422979,5.943984396,-0.078955603,0.937993945,9.72E-01,-6.62E+00
ERF,-0.016893927,4.278347009,-0.079008042,0.937952853,0.972235998,-6.51634346
PAQR3,-0.014327452,4.268365678,-0.080095894,0.937100453,0.971707349,-6.514688327
LARGE1,-0.011742532,5.374217771,-0.080274405,0.936960586,0.971616437,-6.619751927
RNF19A,-0.012145647,6.820621138,-0.080841856,0.936515991,0.971318426,-6.581507257
C19ORF43,-0.012154035,5.718193945,-0.080904169,0.93646717,9.71E-01,-6.63E+00
NUMB,-0.009930316,6.500369649,-0.08104827,0.936354272,0.971318426,-6.602374504
NPAP1P3,-0.035391005,0.716861211,-0.08111566,0.936301474,9.71E-01,-5.78E+00
TMEM133,-0.019583782,2.394481195,-0.08114725,0.936276725,0.971318426,-6.121204819
GPC4,-0.016337115,5.594907351,-0.081173656,0.936256037,0.971318426,-6.625039957
FBF1,-0.023784427,3.845711819,-0.081350392,0.936117574,0.971318426,-6.438305459
NCR1,-0.031499039,0.746330372,-0.082186707,0.935462393,0.971307262,-5.789673754
MUC15,-0.031571338,3.69924277,-0.082371105,0.935317939,9.71E-01,-6.41E+00
MOCS3,-0.013971032,3.631148472,-0.082791751,0.934988423,0.97103177,-6.393765148
FANCC,-0.018008437,4.817980036,-0.083124357,0.934727881,0.970895835,-6.584097558
SRM,-0.023158699,3.888999537,-0.083170974,0.934691365,9.71E-01,-6.45E+00
RP11-167N24.3,-0.036892182,1.185497493,-0.083240442,0.93463695,9.71E-01,-5.88E+00
ADAM9,-0.019032908,7.554414271,-0.083299325,0.934590826,9.71E-01,-6.52E+00
PRR14,-0.012586748,3.955265024,-0.083377005,0.934529979,9.71E-01,-6.46E+00
LY86,-0.039610256,2.865632039,-0.083833891,0.934172105,0.970725532,-6.222934592
SPOPL,-0.015736007,5.376493888,-0.084010713,0.934033607,0.970725532,-6.619515486
LRRC37A17P,-0.019567074,3.294736935,-0.084023603,0.934023511,0.970725532,-6.319491685
RAB23,-0.0133244,4.533640049,-0.084269089,0.933831234,9.71E-01,-6.55E+00
ATP13A1,-0.013373544,5.422069601,-0.085304728,0.933020115,9.71E-01,-6.62E+00
DLL1,-0.022923881,3.430085457,-0.085425971,0.932925161,0.970567498,-6.349674671
IFT140,-0.021440471,5.385321026,-0.085866804,0.932579925,9.70E-01,-6.62E+00
RPL4,-0.017960444,9.542992792,-0.086183039,0.932332277,9.70E-01,-6.35E+00
RP11-686D22.7,-0.020918584,1.877116985,-0.086543446,0.932050044,9.70E-01,-6.02E+00
PEX11A,-0.014884804,3.159945081,-0.086658749,0.931959753,0.970050412,-6.288848944
CNOT1,-0.012276697,7.86358549,-0.086882939,0.931784197,0.970031016,-6.498240079
RASGEF1B,-0.018226923,6.253004319,-0.087111984,0.931604844,9.70E-01,-6.61E+00
FUT7,-0.037017834,0.389937072,-0.08750205,0.931299412,9.70E-01,-5.72E+00
XIRP2,-0.055832826,1.044258994,-0.087600288,0.931222491,0.969608921,-5.84927597
ZC3H7A,-0.011295564,5.996826113,-0.088117257,0.930817711,0.969350107,-6.622243821
ZNF594,-0.0135659,3.714328053,-0.088260023,0.930705931,0.969287923,-6.410917939
STIP1,-0.016949627,6.380320958,-0.088291819,0.930681036,0.969287923,-6.608179958
HSF2,-0.021486701,3.853992822,-0.088741276,0.930329139,9.69E-01,-6.44E+00
SRP72,-0.018772861,6.408628806,-0.088964837,0.930154111,0.96905815,-6.606688935
PIK3CB,-0.014640157,5.377832936,-0.088974925,0.930146212,9.69E-01,-6.62E+00
ARPC3,-0.020179603,6.684154016,-0.089032583,0.930101072,9.69E-01,-6.59E+00
PKM,-0.025066901,8.818053867,-0.089433833,0.92978694,0.96899301,-6.416538748
SCUBE1,-0.034075831,4.96391922,-0.089994035,0.929348386,9.69E-01,-6.60E+00
ABCD4,-0.014963591,4.916580366,-0.090224609,0.929167888,9.69E-01,-6.59E+00
CLK1,-0.019703538,6.881815699,-0.090353713,0.929066824,9.69E-01,-6.58E+00
BIVM,-0.011434709,4.241549472,-0.090639248,0.92884331,9.68E-01,-6.51E+00
TMEM165,-0.016250636,6.594472963,-0.09072323,0.928777571,0.968363106,-6.595923361
RP11-241F15.3,-0.037419614,1.684441911,-0.091349427,0.928287415,9.68E-01,-5.98E+00
DHODH,-0.013382756,4.205592636,-0.091365717,0.928274665,9.68E-01,-6.50E+00
KCNH2,-0.028292181,2.030310033,-0.091565892,0.928117984,9.68E-01,-6.05E+00
KLC3,-0.026549541,2.369184033,-0.091595782,0.928094589,0.96816342,-6.115031882
ERCC5,-0.011420629,5.869172624,-0.091797254,0.927936896,9.68E-01,-6.62E+00
ATF5,-0.013947695,3.47535939,-0.091896747,0.927859024,0.968056022,-6.359094861
CBFA2T3,-0.027952379,2.480317425,-0.091900868,0.927855799,0.968056022,-6.13830634
INTS9,-0.01352402,3.756943511,-0.092013426,0.927767702,9.68E-01,-6.42E+00
AKT1S1,-0.014388478,3.732559673,-0.092401535,0.927463944,0.967915057,-6.414311846
IKZF5,-0.017351422,4.155963122,-0.092411831,0.927455886,0.967915057,-6.494981695
PLEKHH2,-0.024883986,6.773952769,-0.092634349,0.927281735,9.68E-01,-6.58E+00
ADNP2,-0.010034361,4.757193358,-0.093039647,0.926964544,9.68E-01,-6.58E+00
WDR89,-0.020617879,4.858726828,-0.093047902,0.926958083,9.68E-01,-6.59E+00
PARP3,-0.012939607,4.242143171,-0.093190556,0.926846444,0.967665112,-6.509340292
IP6K3,-0.043977469,1.824608313,-0.093268593,0.926785373,9.68E-01,-6.01E+00
AGPS,-0.016482301,6.100117768,-0.093394157,0.92668711,9.68E-01,-6.62E+00
ANP32B,-0.020335722,4.91303548,-0.094126308,0.926114171,0.967374104,-6.591514195
SUSD1,-0.017042572,4.797800654,-0.094176123,0.92607519,0.967374104,-6.581171993
CDC16,-0.011420395,5.666104096,-0.094212396,0.926046806,9.67E-01,-6.62E+00
FBXL19,-0.019732896,3.737371921,-0.094529419,0.925798738,0.967261719,-6.415100299
SYTL4,-0.019116718,4.588157917,-0.094541917,0.925788958,9.67E-01,-6.56E+00
TCTEX1D4,-0.050660871,1.877690034,-0.095930544,0.924702459,9.66E-01,-6.02E+00
RCSD1,-0.01773796,4.924141475,-0.095931974,0.924701341,9.66E-01,-6.59E+00
NKG7,-0.04446271,1.954070863,-0.096071164,0.924592443,9.66E-01,-6.03E+00
APLNR,-0.062978959,2.64236582,-0.09634261,0.924380078,0.966321851,-6.172639334
