,log2FoldChange,AveExpr,t,pvalue,padj,B
LIF,0.886830593,8.90521114,0.705289254,0.498763411,0.810765055,-5.957446227
NFU1,0.781961333,3.878479615,0.705279306,0.498769306,0.810765055,-5.583048036
ACOX2,1.102916909,1.695973909,0.705253461,0.498784622,0.810765055,-5.49187495
COL27A1,0.915533637,3.054490887,0.705211211,0.498809659,0.810765055,-5.543694609
INTS2,0.941866215,2.311391386,0.704224927,0.499394354,0.811180097,-5.515063013
REEP4,0.846018256,2.688823802,0.704110095,0.499462457,0.811180097,-5.52940461
RNF34,0.752106519,4.149294729,0.703976867,0.499541477,0.811180097,-5.607509471
SHROOM3,0.762470852,3.847916859,0.703919298,0.499575625,0.811180097,-5.581989911
DCP2,0.767915933,4.226567833,0.703793614,0.499650181,0.811197516,-5.616308686
MRPS36,0.738253135,4.075411465,0.703440711,0.499859562,0.811433795,-5.600574367
YLPM1,0.728024819,4.575575468,0.703176798,0.50001618,0.811584372,-5.661198739
HMGB1,0.604682296,6.932526111,0.702775842,0.500254184,0.811752772,-5.801315013
TEX261,0.61767112,5.318792048,0.702581433,0.50036961,0.811752772,-5.748132229
ZNF416,0.947218574,1.571383757,0.702453158,0.500445779,0.811752772,-5.489505244
CLN8,0.807676979,3.645847779,0.702149098,0.500626356,0.811752772,-5.572724194
ZSCAN2,0.989801101,1.618838808,0.702137322,0.500633351,0.811752772,-5.491287136
BEND5,0.954404673,1.588660341,0.702094298,0.500658906,0.811752772,-5.490289659
IKZF5,0.749359701,3.704643965,0.701850475,0.500803745,0.811752772,-5.575743396
PCYOX1,0.853198403,4.286665396,0.701818862,0.500822526,0.811752772,-5.62458157
DIP2C,1.06424023,4.13751217,0.70121362,0.501182181,0.812128566,-5.608123009
DPP9,0.737792577,4.179418523,0.700657092,0.501513032,8.12E-01,-5.613123289
YIF1B,0.838492075,3.118495612,0.700042647,0.50187847,0.812770075,-5.549959766
MAP3K11,0.629914023,5.288294446,0.7000101,0.501897832,0.812770075,-5.748157649
ARHGEF12,0.790859721,5.838568712,0.699241918,0.50235495,0.813406684,-5.760845542
TPP2,0.762564169,4.544461897,0.698676101,0.502691814,0.813609722,-5.660050377
GRAMD4,0.886399666,3.298413405,0.697396163,0.503454352,0.813977816,-5.559744846
FZD6,0.742984968,3.711782277,0.697240978,0.503546854,0.813977816,-5.579178475
FAHD2B,0.993603177,1.623526061,0.697098529,0.503631774,0.813977816,-5.494762719
EIF4G2,0.534839595,8.80469759,0.696858975,0.503774603,0.813977816,-5.958268178
WNK1,0.789448248,5.846077937,0.696769045,0.503828227,0.813977816,-5.762545534
SBDS,0.584278678,7.133400453,0.696737398,0.503847099,0.813977816,-5.819993897
SLC2A13,0.950545513,1.56480545,0.69668751,0.503876849,0.813977816,-5.493086352
WSCD1,1.020389755,1.642844209,0.696547965,0.503960072,8.14E-01,-5.495787082
TMEM119,1.283519447,1.812227356,0.695427028,0.50462889,8.14E-01,-5.502472601
CELF1,0.619427121,6.594996984,0.695323089,0.504690935,8.14E-01,-5.784060495
IGF2R,0.680482299,5.79628973,0.694762868,0.505025428,0.814533558,-5.763959753
BRD7,0.625268407,5.195045335,0.694576684,0.505136624,0.814533558,-5.744411524
MUT,0.738719459,3.438398722,0.694490102,0.50518834,0.814533558,-5.568108206
SEC61G,0.858753414,5.823730054,0.694388973,0.505248748,0.814533558,-5.764207538
PPP1R13L,0.892478009,3.385264871,0.694358935,0.505266691,0.814533558,-5.565749588
GCAT,0.966972949,1.60434428,0.694098521,0.505422271,0.814533558,-5.496067103
TMC7,1.025388594,1.578983666,0.69391841,0.505529892,0.814603702,-5.495348833
WDR20,0.755090821,3.923989266,0.693601354,0.505719376,0.814805724,-5.594287599
MED14,0.693378026,4.382631639,0.693346432,0.505871758,0.814930843,-5.642281747
SPSB1,0.615443557,6.321960387,0.693256911,0.505925277,0.814930843,-5.772034822
GFRA1,1.06114517,1.671611251,0.692917468,0.506128241,0.815051167,-5.499150806
PTTG1IP,0.517492001,7.999129295,0.690622794,0.507501617,0.816331863,-5.895755687
GIGYF1,0.674375411,4.745794137,0.69048929,0.507581591,0.81635718,-5.693155414
TAF1A,1.063606467,1.589184576,0.690338374,0.507672005,0.81639928,-5.498004496
SDSL,0.830927364,2.306071373,0.689846238,0.507966912,0.816573576,-5.52435597
MED31,0.931755005,1.561577587,0.68928238,0.508304928,0.816573576,-5.497811496
MFSD8,0.777262614,2.635875652,0.689222017,0.508341122,0.816573576,-5.537170593
CXCL2,0.769360805,9.327147325,0.689192778,0.508358654,0.816573576,-5.98173303
MFSD2A,0.863941916,4.872303302,0.688925865,0.508518719,0.816574133,-5.711297954
SPIRE1,0.672508425,4.798401127,0.688788325,0.508601213,0.816574133,-5.701496896
NPTN,0.622221054,5.832674072,0.68876366,0.508616007,0.816574133,-5.768050876
TEX2,0.699294449,4.671759667,0.688370656,0.508851772,0.81684946,-5.684455935
MCL1,0.466926292,10.11072793,0.688119965,0.509002199,0.816897189,-6.002618933
HUWE1,0.667262265,6.664249623,0.687999762,0.509074336,0.816897189,-5.793245246
ARGLU1,0.593596334,6.821521082,0.687821279,0.509181459,0.816958239,-5.803860751
TNFAIP8L1,0.76066988,3.332223832,0.687508019,0.509369509,0.816958239,-5.567835076
KLHL36,0.743055875,3.533287757,0.686476813,0.509988843,0.817608782,-5.577833183
ZNF609,0.753976296,4.388590777,0.685964734,0.510296566,0.817615673,-5.647983665
LOC220729,0.924773657,1.560835356,0.685647788,0.510487085,0.817615673,-5.500140782
MED26,0.764522628,2.86979234,0.685149996,0.510786401,0.817658729,-5.549176157
PRIM2,0.943849247,1.589370788,0.685091528,0.510821564,0.817658729,-5.50140905
NOB1,0.583085592,5.556888876,0.685060572,0.510840182,0.817658729,-5.769120643
HBEGF,0.762243762,7.471367223,0.684961133,0.510899989,0.817658729,-5.853078078
UFM1,0.613382787,6.280468797,0.684824326,0.51098228,0.817682671,-5.776346594
IL6R,0.761528716,4.824315034,0.684722346,0.511043627,0.817682671,-5.707815499
LRRC27,0.940028407,1.586438464,0.684243728,0.511331605,0.818040454,-5.501862883
SH3GLB2,0.84010343,3.850501632,0.684001007,0.511477684,0.818091643,-5.59541735
ACSS2,0.72606868,4.545994216,0.683534782,0.51175835,0.818414102,-5.670463657
ANKS6,0.743384872,3.770667276,0.683213764,0.511951656,0.818517248,-5.591592329
ANKRD42,0.937472661,1.556298599,0.683105322,0.512016967,0.818518696,-5.501635122
EXOSC5,1.074598882,2.700096029,0.682751351,0.512230185,0.818663049,-5.543920953
ZNF202,0.766513533,3.62744025,0.682741537,0.512236098,0.818663049,-5.584734388
KRT7,0.592517491,7.486268065,0.681905746,0.512739766,0.819056019,-5.856405678
ZSCAN25,0.752052713,2.867744304,0.681745146,0.512836583,0.81910772,-5.551312422
CD59,0.490864478,10.40307597,0.681121394,0.513212712,0.819481594,-6.018189705
PPP1R14C,0.76299507,3.053601238,0.680322664,0.513694602,0.820009516,-5.560099347
MIDN,0.646192472,6.718621449,0.680180935,0.513780139,0.820009516,-5.802134658
CA11,1.116237561,1.71102324,0.680167379,0.513788321,0.820009516,-5.508764085
ZNF23,0.749581662,3.064292765,0.680047013,0.513860973,0.820022489,-5.560747046
TMEM39A,0.724875627,4.756908531,0.679647946,0.51410189,0.820071611,-5.701951714
SRP54,0.739188698,5.015672721,0.679322351,0.514298503,0.820071611,-5.735633567
SPATA2,0.718791379,3.527786867,0.679296364,0.514314197,0.820071611,-5.582280571
GTF2H5,0.768891339,3.46859299,0.679203694,0.514370166,0.820071611,-5.579571575
TMC8,0.767514899,2.868432972,0.679060632,0.514456577,0.820071611,-5.553082569
ICMT,0.79069125,3.888205739,0.679021275,0.51448035,0.820071611,-5.601253274
CHMP4A,0.665186938,4.753558989,0.678865744,0.514574306,0.820071611,-5.702016794
BCAS2,0.717403504,4.747465167,0.67828031,0.514928057,0.820172646,-5.70157723
ZNF274,0.825407412,4.865660862,0.677899641,0.515158157,0.820172646,-5.717849262
FAM71A,0.926370766,1.552787366,0.677823284,0.515204319,0.820172646,-5.504911233
ZNF222,0.817654163,2.635866063,0.677730227,0.515260581,0.820172646,-5.544643023
GUSBP1,0.941393535,1.590984465,0.677673471,0.515294898,0.820172646,-5.50622609
PRRX2,1.012090347,1.642914426,0.677115629,0.515632261,0.820376866,-5.5083682
SLC19A1,0.912306905,1.559156568,0.677003912,0.51569984,0.820381682,-5.505638569
GEMIN8,0.74196097,3.059301541,0.676765891,0.515843839,0.820405374,-5.56265619
CDR2,0.640734407,4.952059082,0.676589576,0.515950523,0.820472371,-5.729979329
BRD1,0.670074976,4.380774788,0.67634634,0.51609772,0.820515564,-5.653368875
EXOC3L1,1.169915036,2.461610791,0.675333007,0.516711231,0.821072925,-5.539540941
TSPAN13,0.711489011,5.081226674,0.675306572,0.516727242,0.821072925,-5.746001604
HERPUD2,0.715039646,4.215693773,0.674809291,0.517028483,0.821261716,-5.634422365
ZZZ3,0.731380013,3.692803496,0.674479253,0.517228471,0.821267495,-5.5932662
PLAA,0.698438979,4.520886208,0.673989542,0.517525302,0.821267495,-5.673385485
CORO7,0.733063339,3.045235289,0.673473348,0.517838296,0.821267495,-5.564165762
KLHL15,0.740454708,2.864843621,0.673061663,0.518088004,0.821267495,-5.556809323
TSTD2,0.797450109,2.272977801,0.673029268,0.518107656,0.821267495,-5.534019934
PEMT,0.759876786,3.225121552,0.673000813,0.518124919,0.821267495,-5.572425077
AP4B1,0.730337024,3.050011412,0.672848938,0.518217061,0.821267495,-5.56477712
GRHL2,0.928241026,1.55008592,0.672756064,0.518273412,0.821267495,-5.508053276
FKBPL,0.909043636,1.562280667,0.672650941,0.518337201,0.821267495,-5.508510546
COPS4,0.709139463,4.10703878,0.67261243,0.51836057,0.821267495,-5.624130612
C4orf48,1.036434534,1.660645706,0.672603926,0.518365731,0.821267495,-5.511855247
PCYOX1L,0.977805289,1.620422238,0.672495411,0.518431584,0.821267495,-5.510536838
ABCA6,0.934576143,1.587901765,0.672215554,0.518601442,0.821267495,-5.50960489
HSPA6,0.958801367,7.33772385,0.672038988,0.518708625,0.821267495,-5.851712539
IGSF3,1.275395183,4.068474442,0.671960659,0.518756179,0.821267495,-5.620810438
FAM53C,0.60793065,5.377192522,0.671700025,0.518914429,0.821267495,-5.772478975
CHORDC1,0.792637496,4.517607827,0.671633927,0.518954566,0.821267495,-5.674491314
CCDC3,1.337726375,3.684827612,0.671433613,0.519076217,0.821267495,-5.594855541
LPIN2,0.702471077,4.934742926,0.671376436,0.519110944,0.821267495,-5.73117391
NDUFS1,0.707518386,4.245162839,0.67135292,0.519125227,0.821267495,-5.64004044
SLC22A5,0.8352768,2.272757441,0.67112768,0.519262043,0.821267495,-5.535226111
POLR3E,0.704513061,4.3289258,0.670698428,0.519522843,0.821267495,-5.650555632
BNIP2,0.689680232,5.021761782,0.670596589,0.519584729,0.821267495,-5.742109714
SQLE,0.904483131,3.761518884,0.670498949,0.519644068,0.821267495,-5.599383489
HOOK3,0.633936011,4.786030888,0.670473163,0.519659739,0.821267495,-5.712025638
HERC2P9,0.802888547,3.252213845,0.670282989,0.519775327,0.821267495,-5.575407135
HAUS4,0.845365323,3.702194724,0.670195379,0.519828581,0.821267495,-5.596492295
ZBTB8A,1.003332556,1.638950939,0.670160342,0.51984988,0.821267495,-5.512656642
NOC3L,0.821444716,4.553443435,0.670118292,0.519875442,0.821267495,-5.68035615
CCR7,1.461046178,2.505428655,0.669976405,0.519961701,0.821280494,-5.544635645
AGO4,0.710137908,4.258414495,0.669681214,0.520141188,0.821280494,-5.642651416
ANKRD52,0.675180053,4.306245795,0.669419719,0.520300218,0.821312084,-5.648560826
TFB1M,0.914115377,1.547377159,0.669327943,0.520356039,0.821312084,-5.510138412
KDM5A,0.696622111,4.648007347,0.669013562,0.520547283,0.82133922,-5.694032252
TUBB2A,0.696917411,4.370478902,0.66891563,0.520606866,0.82133922,-5.656935827
ATM,0.832731395,3.703598966,0.668874752,0.520631738,0.82133922,-5.59741191
SCGB3A1,0.893290432,5.939597599,0.667832556,0.521266094,0.822033848,-5.782032883
SHF,0.916523186,1.574610276,0.667681906,0.521357829,0.822073775,-5.512050631
IL1R1,0.499003521,7.964246841,0.667507616,0.521463972,0.822073775,-5.908377473
DAPK1,0.701009763,4.630832233,0.667321052,0.521577603,0.822078689,-5.692768497
MGMT,1.212089272,3.238434056,0.667161521,0.521674782,0.822078689,-5.576780418
MSANTD3,0.828793285,4.458296892,0.666926879,0.521817734,0.822078689,-5.669614586
ANGPT1,1.093867181,1.69990901,0.666894993,0.521837162,0.822078689,-5.516827367
ZNF207,0.64364729,6.594857592,0.66683571,0.521873284,0.822078689,-5.803351505
DENND5B,0.789624962,2.270261146,0.666830119,0.521876691,0.822078689,-5.537867541
CDH23,0.72313199,3.18998221,0.66617831,0.522273948,0.822360401,-5.575219075
EOGT,0.705252097,4.758108067,0.666126043,0.522305811,0.822360401,-5.711057042
SNORD47,0.903232092,1.562054826,0.666112026,0.522314357,0.822360401,-5.51263728
CCDC174,0.724996647,3.890449604,0.665784824,0.522513854,0.822427309,-5.61000996
ESYT2,0.580983328,6.433971534,0.665710979,0.522558884,0.822427309,-5.795451473
CD8B,0.955701895,1.552452401,0.665433503,0.522728109,0.822427309,-5.512756295
ZNF559,0.720796691,3.327781389,0.665405604,0.522745125,0.822427309,-5.581966305
CACNB3,0.732587706,3.208241519,0.665082661,0.522942124,0.822542657,-5.5767422
NXPE3,0.856658631,3.284585616,0.665021846,0.522979227,0.822542657,-5.580242277
SH2B3,0.579960486,6.13161149,0.664661687,0.52319899,0.822542657,-5.786066211
MTMR11,1.170033962,3.121473149,0.664648939,0.52320677,0.822542657,-5.573177221
PRICKLE4,0.987312591,1.62983156,0.663729075,0.523768315,0.823075224,-5.516397091
TMEM251,0.75066392,3.618593177,0.663064072,0.524174503,0.8233511,-5.597050172
CFH,0.775239664,5.375746002,0.662943857,0.52424795,0.823364706,-5.778199059
PYGM,1.084384315,1.694837942,0.662658118,0.524422555,0.823537162,-5.519316985
BRF2,0.749683568,3.04569175,0.662352382,0.524609417,0.823728822,-5.571297436
PPP4C,0.572921406,6.316680059,0.662225175,0.524687176,0.823732018,-5.792743114
KLHL20,0.738651923,3.213104587,0.661924972,0.524870712,0.823732018,-5.578972486
TTLL12,0.708528924,3.318926553,0.661300059,0.525252891,0.824205732,-5.584175489
PAG1,0.695199376,5.260020563,0.661165845,0.525334995,0.824205732,-5.772703559
FRY,0.960129556,3.47248668,0.660922856,0.525483659,0.824205732,-5.591526251
ST3GAL4,0.708384947,4.259673818,0.660795366,0.525561669,0.824205732,-5.648546759
WDFY2,0.745923068,2.619125182,0.66061298,0.525673283,0.824279056,-5.554904567
ASH1L,0.756038144,4.81835007,0.660327738,0.525847868,0.824449507,-5.723134567
VRK2,0.993883882,2.325311868,0.660187283,0.525933848,0.824449507,-5.544078842
TOMM7,0.586227421,7.309244732,0.659989512,0.526054929,0.824449507,-5.857633891
PLEKHA8P1,0.894843624,1.542123385,0.659905542,0.526106342,0.824449507,-5.515888257
BAG4,0.725921385,2.858056548,0.659686264,0.526240617,0.824465844,-5.565056259
IMPACT,1.173672001,3.124748333,0.659676637,0.526246512,0.824465844,-5.576478083
CUEDC2,0.698025213,4.691720762,0.65937244,0.526432823,0.824554443,-5.70641171
KLRB1,0.868195887,2.277709144,0.65906158,0.526623256,0.824633161,-5.543040752
PITPNC1,0.553326463,6.544898435,0.658492855,0.526971763,0.824991887,-5.805975641
MECR,0.75136922,3.070490518,0.658239413,0.527127113,0.825133451,-5.574990732
RAB28,0.710292328,3.53063874,0.658007052,0.527269566,0.825254793,-5.596107448
SLC39A10,0.744082589,2.623835178,0.657706616,0.527453788,0.825441471,-5.556920069
KBTBD4,0.885730253,1.545134906,0.657052724,0.527854875,0.825694922,-5.517761837
OSGIN1,0.70955279,3.184642851,0.657018915,0.527875619,0.825694922,-5.5807941
ZNF223,0.893160834,1.558903441,0.656731666,0.528051875,0.825806556,-5.518403311
AP1AR,0.70056877,3.310360193,0.656690815,0.528076944,0.825806556,-5.586701549
TMEM42,1.016283667,2.367781777,0.65637663,0.528269774,0.825908269,-5.548062512
C2orf40,1.199583884,1.769726112,0.656151402,0.528408033,0.825908269,-5.52602963
TMEM200A,0.893754625,1.560066355,0.656086821,0.528447681,0.825908269,-5.518841247
RRAS,0.615375207,6.263820153,0.656073591,0.528455803,0.825908269,-5.79492883
ADHFE1,1.024714255,1.657394037,0.655915696,0.528552747,0.825908269,-5.522229745
HS3ST1,0.885998961,1.540661416,0.655588616,0.528753601,0.825908269,-5.518527634
ECI1,0.832824649,4.318276823,0.655544856,0.528780477,0.825908269,-5.659016436
ABTB2,0.870040693,3.482117345,0.655338997,0.528906918,0.825908269,-5.595515582
TROVE2,0.711590205,3.516994565,0.655258312,0.528956481,0.825908269,-5.597203468
TRPC4,0.740976325,3.192606767,0.655208948,0.528986806,0.825908269,-5.582294031
TMEM81,0.905772648,1.538725177,0.654689541,0.529305942,0.826158923,-5.519022988
SDHC,0.63524147,4.684308066,0.654618809,0.52934941,0.826158923,-5.708444851
ADPRHL2,0.642162538,4.771803382,0.654524501,0.52940737,0.826158923,-5.720476509
P4HA3,0.941842094,1.545516154,0.654208814,0.529601415,8.26E-01,-5.519538676
DHCR24,0.56250035,5.629397053,0.6539759,0.529744608,0.826482227,-5.790723087
B3GNT8,0.880944411,1.545148059,0.653262121,0.530183577,0.827065555,-5.520112747
CSNK1G3,0.68992984,3.60138634,0.652561787,0.530614488,0.827331557,-5.602887157
PDSS2,0.803107247,2.299016404,0.651986058,0.530968887,0.827609947,-5.548241141
PHF8,0.6833429,4.234982211,0.651916308,0.531011832,0.827609947,-5.651385857
MC1R,0.926142609,1.589812654,0.651848612,0.531053515,0.827609947,-5.522418152
RAB37,0.828539492,2.31820138,0.651620111,0.531194225,0.827660929,-5.549172607
SUMF1,0.820196937,3.503288953,0.651487949,0.53127562,0.827660929,-5.598933613
PTPRF,0.629478005,4.897897765,0.651478239,0.5312816,0.827660929,-5.739359599
7-Sep,0.797532679,6.15878934,0.65050816,0.531879278,0.828128554,-5.795891414
DRAP1,0.633601731,6.226418232,0.650420198,0.531933492,0.828128554,-5.797368643
VEGFC,0.69606233,3.688607804,0.650159824,0.53209399,0.828128554,-5.608597433
HNRNPR,0.54490043,6.497427246,0.650152027,0.532098796,0.828128554,-5.80878209
EPHX2,1.063911535,1.684753743,0.650145113,0.532103059,0.828128554,-5.526749351
FLT3LG,0.715891992,2.855575756,0.649573685,0.532455398,0.828575444,-5.571296073
PURB,0.561552715,5.510163329,0.649398667,0.532563341,0.828590516,-5.79171434
CKMT2,0.895228767,1.565812919,0.649346565,0.532595477,0.828590516,-5.523192082
CIT,0.936563999,1.598753635,0.648595691,0.533058746,0.828988406,-5.524724801
CASZ1,0.712941893,3.309273826,0.648546753,0.533088948,0.828988406,-5.591765653
ITGB4,1.162109307,2.878765723,0.648391446,0.533184801,0.828988406,-5.572970143
ZSCAN32,0.696022462,3.182401658,0.64836706,0.533199853,0.828988406,-5.586119756
KPTN,0.891232309,1.562782029,0.64832685,0.533224672,0.828988406,-5.523721521
AGTR1,1.154580534,2.970208282,0.648297803,0.533242601,0.828988406,-5.57691476
CUL2,0.663762172,4.289467051,0.648186157,0.533311518,0.82899414,-5.66011077
MRPL46,0.69574413,3.30504483,0.647732786,0.533591431,0.82932781,-5.592079207
NOL3,0.740341042,3.640448371,0.647486762,0.533743363,0.829345973,-5.60794936
AHCY,0.553498348,5.421400256,0.647177146,0.533934604,0.829345973,-5.790430634
THYN1,0.742962141,3.642168163,0.647172011,0.533937776,0.829345973,-5.608229081
SLMAP,0.683761127,4.468933666,0.646902595,0.53410422,0.829345973,-5.683909351
DOLPP1,0.876080971,1.547977966,0.646763075,0.534190427,0.829345973,-5.52420519
ZNF383,0.87307183,1.543685118,0.646484188,0.534362771,0.829512209,-5.524238154
CD83,1.120818656,6.384912114,0.646270139,0.534495069,0.829583143,-5.805782634
HEATR1,0.806628572,3.638690966,0.646191847,0.534543464,0.829583143,-5.608673985
RBP5,0.948111233,1.607887513,0.646093449,0.534604291,0.829583143,-5.526576867
PDIA4,0.732118243,6.122932589,0.645476414,0.53498582,0.829914262,-5.798407314
ANKRD36,0.871190022,1.542335542,0.645292221,0.535099743,8.30E-01,-5.52E+00
CEP70,1.016495817,2.67316378,0.645196659,0.535158854,0.829914262,-5.566668483
DMXL1,0.688381085,3.418919881,0.645089767,0.535224977,0.829914262,-5.598997824
ZNF423,1.063440836,2.404318741,0.644870928,0.535360366,0.829914262,-5.556589367
SELP,0.933075869,5.052075178,0.644864801,0.535364156,0.829914262,-5.762450729
TM4SF18,0.744012329,3.219568254,0.644504594,0.53558705,0.830064354,-5.590203088
MIR100HG,0.757555872,4.788528795,0.644215414,0.535766033,0.830144037,-5.729382963
PELI3,0.979274086,1.630361596,0.643297003,0.536334701,0.83064559,-5.529065333
ABHD12,0.764964158,4.508729638,0.642886095,0.536589245,0.830938554,-5.6918008
CASP6,0.946397473,1.608263117,0.641151688,0.537664444,0.832065212,-5.529607202
DDX20,0.696937184,3.412659539,0.641071039,0.53771447,0.832065212,-5.601201538
DCN,0.679594125,8.47930446,0.640811332,0.537875587,0.832065212,-5.972505444
MAPKAPK5-AS1,0.679839359,3.81740202,0.64072474,0.537929314,0.832065212,-5.621293781
EAPP,0.674246734,4.189871069,0.64062736,0.537989737,0.832065212,-5.653366024
SCEL,0.621366844,4.712943368,0.640551234,0.538036975,0.832065212,-5.72136745
ZNF649,0.779855544,2.864131424,0.640369987,0.538149453,0.8321379,-5.577335997
CBWD6,0.871947604,1.528733538,0.639870751,0.538459342,0.832244146,-5.527790856
MYH3,0.867258627,1.529256243,0.639523216,0.538675128,0.832444334,-5.528018542
LOC283335,1.123820958,1.726298459,0.639357088,0.538778296,0.832476401,-5.534792273
PRPS1,0.552531919,5.283250701,0.639278854,0.538826884,0.832476401,-5.788207495
FGD1,0.771905331,2.278148896,0.639051174,0.538968303,0.832593674,-5.555441707
ACADS,0.722052243,3.054728717,0.638701834,0.539185331,0.83264265,-5.586465567
AP5M1,0.678108242,3.411408842,0.638172282,0.539514414,0.832824932,-5.602933133
SACM1L,0.66873025,4.269727129,0.637979813,0.539634051,0.832824932,-5.664157838
TMEM44,0.697530132,3.895449015,0.637934572,0.539662174,0.832824932,-5.62796096
NUP98,0.604447154,6.464736247,0.637934247,0.539662376,0.832824932,-5.815019806
PLIN3,0.657759385,4.804530754,0.637673781,0.539824309,0.832824932,-5.735737629
VASH2,0.859944855,1.534699398,0.637573622,0.539886586,0.832824932,-5.529374666
ABI2,0.661419414,4.690532241,0.637545024,0.539904368,0.832824932,-5.720186154
RAB1B,0.637352818,6.619506607,0.637259025,0.540082224,0.832913264,-5.824062028
COA4,0.657976299,4.856285957,0.637242169,0.540092707,0.832913264,-5.743027874
TMEM67,0.859037836,1.532117662,0.636980649,0.540255371,0.832961969,-5.529650271
PPARG,0.705147299,3.758974481,0.636287528,0.540686629,0.833525761,-5.620847799
GPD1,1.205505349,1.778537328,0.635907988,0.540922864,0.83360354,-5.538768767
CRADD,0.728386786,2.621999743,0.635013704,0.541479727,0.834242436,-5.570882614
ANKS3,0.741811774,2.88154794,0.634511576,0.541792545,0.834522053,-5.581628801
NEMF,0.662680458,4.387161735,0.634158445,0.542012605,0.834713004,-5.681187745
PANK3,0.739872617,3.188742449,0.633956422,0.542138522,0.834722581,-5.595301232
CRYGS,0.853859433,1.529805643,0.633106475,0.542668467,0.835365013,-5.531911443
RWDD2A,0.854012759,1.528182502,0.632909034,0.542791615,0.835367349,-5.531977916
NIPA1,0.678869255,3.667982904,0.63227381,0.543187931,0.835674837,-5.618695638
NPHP1,0.862467184,1.545529293,0.632108971,0.543290802,0.835715662,-5.533016789
APPL2,0.667383205,3.869713515,0.631850327,0.543452236,8.36E-01,-5.629784347
HCFC1,0.657943802,4.562168176,0.631801228,0.543482884,0.835808806,-5.706030826
ZNF551,0.85309679,1.525428514,0.631196863,0.543860224,0.836148843,-5.532917082
ABLIM2,1.154635039,1.748036557,0.630658895,0.544196238,0.836335583,-5.540824135
CLK4,0.658552312,4.493450809,0.630515111,0.544286065,0.836335583,-5.697475327
ARL1,0.626596748,5.436382304,0.629741911,0.544769263,0.836774543,-5.802000563
NSDHL,0.668852347,3.500529875,0.629557969,0.544884252,0.836833165,-5.612370115
SMC6,0.671242686,3.296283333,0.629021174,0.545219901,0.836960952,-5.603198928
CENPBD1,0.853248377,1.538189208,0.628598501,0.545484278,0.83720832,-5.534882719
USP39,0.547229984,5.427129964,0.628359071,0.545634071,0.837293336,-5.802583353
PPP1R26,0.693477462,2.845665984,0.627895597,0.5459241,0.837490523,-5.584187467
RHNO1,0.751218163,2.264207186,0.627814247,0.545975016,0.837490523,-5.561727767
DENND6B,0.846107604,1.529036249,0.626960644,0.54650944,0.837928397,-5.535565174
ZNF439,0.845490599,1.525511857,0.626796416,0.546612296,0.837985002,-5.535549574
EFCAB13,0.961544925,1.542971266,0.626597388,0.54673696,0.838044224,-5.536230426
DHX34,0.676724206,3.403665044,0.6265242,0.546782808,0.838044224,-5.609691151
MRPL24,0.688158133,5.011847739,0.626165543,0.547007513,0.838253283,-5.769593667
SPOP,0.534957652,5.708657339,0.626030186,0.54709233,0.838253283,-5.809139988
THOC7,0.605782135,4.612824633,0.625858669,0.547199817,0.838278987,-5.716657594
MINPP1,0.934538784,2.305304924,0.625082872,0.547686151,0.838851875,-5.564882954
FMO3,1.139870467,1.740195514,0.625051556,0.547705788,0.838851875,-5.543891142
DGKH,1.015083846,1.558586783,0.624618006,0.547977689,0.838869527,-5.537911385
OPN3,0.847175059,1.535456818,0.623877753,0.548442118,0.839170586,-5.53760498
IP6K3,0.848944871,1.537639012,0.623755887,0.548518598,0.839186574,-5.537747594
MXRA8,1.027224984,3.234361191,0.623381991,0.548753284,0.83944457,-5.603785663
MED13L,0.646724557,4.621443527,0.622964155,0.54901562,0.839638439,-5.719630088
EI24,0.540823204,6.104456574,0.622861008,0.549080391,0.839638439,-5.812357774
MEI1,0.725109081,2.597038117,0.622759267,0.549144284,0.839638439,-5.577309468
RHEB,0.53543243,6.426129134,0.622232148,0.54947538,0.839960937,-5.823043531
SERTAD4-AS1,0.849720876,1.539781382,0.622112421,0.5495506,0.839960937,-5.538790349
MSLN,0.702521073,2.599454041,0.621963514,0.54964416,0.839960937,-5.577876498
DGCR6,1.014550063,1.6601297,0.621119112,0.550174886,0.840079443,-5.5434272
CYP4V2,0.731248367,3.638436301,0.621037932,0.550225925,0.840079443,-5.624091262
MIER3,0.684826967,3.167951782,0.620663316,0.550461487,0.840136309,-5.602404878
MOCS3,0.838455894,1.518910136,0.62048067,0.550576359,0.840210728,-5.539082235
NSMCE2,0.661801933,3.290465293,0.619374944,0.551272075,0.840565903,-5.608752094
OSBPL6,0.956823471,1.622136895,0.619106778,0.55144088,0.840621584,-5.543294461
NUCB2,0.580452232,5.167352927,0.618845262,0.551605528,0.840635886,-5.791219204
ADAMTSL1,1.009477354,1.657422942,0.618776703,0.551648697,0.840635886,-5.544716158
EXD3,1.071914011,1.698381401,0.618195818,0.552014534,0.84069021,-5.546485538
RAB35,0.558629836,5.26534662,0.61814715,0.552045192,0.84069021,-5.800427719
DMD,0.701470999,3.324228776,0.617844275,0.552236002,0.84069021,-5.611217658
GINS3,0.833610302,1.519079841,0.617759745,0.552289263,0.84069021,-5.54069054
OGFOD3,0.735230424,3.218047158,0.617666485,0.552348027,0.84069021,-5.606469316
CTH,0.850793291,1.514498169,0.617600557,0.552389571,0.84069021,-5.540636537
MAD2L2,0.533976826,5.27249416,0.617573205,0.552406808,0.84069021,-5.801197372
